סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
18,10031,ניצני סיני,1280,1,1,0,202,121,0,121,16,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,7,18,7,0,0,0,54,0,0,0,0,0,0,0,0,1
17,9127,ניצנים,359,1,1,0,347,254,0,254,51,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,7,8,42,0,0,0,139,0,0,0,0,0,1,0,0,0
2,1109,נעמ"ה,3713,1,1,0,143,82,1,81,4,0,0,0,0,0,3,6,0,0,0,0,0,0,0,2,4,25,2,0,0,0,35,0,0,0,0,0,0,0,0,0
2,1110,נתיב הגדוד,3555,1,1,0,228,156,0,156,52,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,6,34,4,0,0,0,49,0,0,0,0,0,0,0,0,1
18,10032,סנסנה,3777,1,1,0,241,211,0,211,3,3,0,0,0,0,1,174,0,0,0,0,0,0,0,6,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,2
18,9901,עוקבי (בנו עוקבה),957,1,1,0,283,143,2,141,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,10,0,0,0,0,0,0,0,0,0
2,721,עטרת,3658,1,1,0,298,255,0,255,0,7,0,0,0,0,0,187,0,0,0,0,0,0,0,40,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,6332,עיינות,156,1,1,0,136,53,0,53,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,12,4,0,0,0,17,0,0,0,0,0,0,0,0,0
9,3754,עין חוד,1320,1,1,0,193,116,4,112,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1035,פני חבר,3723,1,1,0,222,174,2,172,1,12,0,0,0,0,0,97,0,0,0,0,0,0,0,35,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,6
5,1613,פרזון,2053,1,1,0,320,240,3,237,6,3,0,0,0,0,16,21,0,0,0,0,0,0,1,15,4,129,3,0,0,0,31,0,0,0,1,0,0,0,0,7
19,10361,צור נתן,1148,1,2,0,228,169,1,168,12,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,12,51,12,0,0,0,73,0,0,0,0,0,0,0,0,0
2,949,צפרירים,1079,1,1,0,305,217,0,217,16,1,4,0,0,0,57,4,0,1,0,0,0,0,0,6,4,37,18,0,0,0,51,0,0,0,0,0,0,0,0,18
3,1213,קדרים,1211,1,1,0,180,123,0,123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,25,0,0,0,62,0,0,0,0,0,0,0,0,0
17,9008,קרית מלאכי,1034,28,3,0,588,342,1,341,3,44,1,0,0,0,0,26,0,0,0,0,0,0,0,33,10,119,0,0,1,0,39,0,2,0,0,0,1,0,0,62
2,952,שדות מיכה,27,1,2,0,268,187,1,186,7,4,0,2,0,0,19,10,0,0,0,0,0,0,0,5,1,76,0,0,0,0,10,0,0,0,0,0,0,0,0,52
18,10046,שומריה,1265,1,1,0,336,279,1,278,1,52,0,0,0,0,0,181,0,0,0,0,0,0,0,28,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,4
18,9796,שחרות,1266,1,1,0,118,69,0,69,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,17,0,0,0,31,0,0,0,0,0,0,0,0,0
3,1306,שעל,4009,1,1,0,210,161,0,161,13,0,0,0,0,0,11,6,0,2,0,0,0,0,0,2,12,42,8,0,0,0,58,0,0,1,0,0,0,0,0,6
9,3846,שער מנשה,921,1,1,0,131,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2
4,1446,תל קציר,719,1,1,0,309,227,2,225,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,14,28,15,0,0,0,119,0,0,1,0,0,0,0,0,2
5,1668,תל תאומים,1283,1,2,0,328,233,0,233,5,1,1,0,0,0,0,33,0,1,0,0,0,0,0,9,0,145,0,0,0,0,14,0,2,0,0,0,0,1,0,21
18,9817,אבו רוקייק (שבט),961,6,1,0,696,315,2,313,0,0,298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,8,0,0,0,0,0,0,0,0,1
6,2548,אבטליון,1275,1,1,0,305,233,0,233,17,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,7,17,36,0,0,0,135,0,0,0,0,0,0,0,0,0
6,2722,אבירים,1220,1,1,0,195,135,0,135,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,3,48,0,0,0,64,0,0,0,0,0,0,0,0,2
8,3470,אושה,278,1,1,0,373,261,0,261,32,1,3,0,0,0,0,2,0,0,0,0,0,0,0,2,7,18,29,0,0,0,167,0,0,0,0,0,0,0,0,0
3,1219,איילת השחר,77,1,1,0,348,237,0,237,50,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,14,20,28,0,0,0,119,0,0,0,0,0,0,0,0,0
18,9718,אילת,2600,19,2,0,534,63,1,62,6,1,3,0,0,0,0,2,0,0,0,0,0,0,0,3,1,21,6,0,0,0,18,0,0,0,0,0,0,0,0,1
18,9731,אילת,2600,32,12,0,599,242,0,242,8,9,1,0,0,0,0,16,0,2,0,0,0,0,0,3,32,88,6,0,1,0,62,0,0,0,0,0,0,0,1,13
18,9750,אילת,2600,45,8,0,525,200,0,200,12,6,4,0,0,0,0,18,0,0,0,0,0,0,0,5,25,65,5,0,0,0,50,0,0,0,0,0,0,0,1,9
5,1907,אלון הגליל,1182,1,1,0,432,334,0,334,29,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,9,92,0,0,0,194,0,0,0,0,0,0,0,0,0
6,2723,אלקוש,603,1,1,0,258,170,0,170,30,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,4,75,3,0,0,0,18,0,0,0,0,0,0,0,0,25
4,1424,אפיק,4301,1,1,0,249,169,0,169,27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,12,12,20,0,0,0,85,0,0,3,0,0,0,0,0,0
17,9056,ארז,714,1,1,0,417,310,1,309,80,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,8,15,41,0,0,0,155,0,1,0,0,0,0,0,0,1
10,4582,ארסוף,1324,1,1,0,123,74,0,74,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,37,0,0,0,0,0,0,0,0,0
17,8621,אשדוד,70,5,2,0,662,378,2,376,12,7,0,0,0,0,1,6,0,1,0,0,0,0,0,4,85,132,5,1,0,0,65,0,0,0,0,0,0,1,0,56
17,8638,אשדוד,70,22,6,0,520,221,2,219,2,3,0,0,0,0,0,2,0,0,1,0,0,0,0,6,34,90,0,0,0,0,24,0,0,0,0,0,1,0,1,55
17,8654,אשדוד,70,38,84,0,742,213,4,209,5,2,0,0,0,0,1,13,0,0,0,0,0,0,1,3,44,81,1,0,0,0,39,0,0,0,0,1,0,0,0,18
17,8664,אשדוד,70,48,18,0,487,265,3,262,1,88,0,0,0,0,0,3,0,0,0,0,0,0,0,2,25,64,0,1,0,0,22,1,0,0,0,0,0,0,0,55
17,8679,אשדוד,70,57,70,0,612,373,3,370,9,12,0,0,0,0,0,7,0,1,0,0,1,0,0,14,38,164,0,1,0,0,62,0,0,0,0,0,0,0,0,61
17,8691,אשדוד,70,71,18,0,465,287,2,285,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,4,31,104,0,0,0,0,56,0,2,0,0,0,0,0,0,43
17,8694,אשדוד,70,74,27,0,612,368,2,366,2,37,0,0,0,0,1,13,0,0,0,1,0,0,0,5,20,140,1,0,0,0,57,0,1,0,0,0,0,1,0,87
17,8695,אשדוד,70,75,24,0,695,392,5,387,7,73,0,0,0,0,0,5,0,0,0,0,0,0,0,6,43,98,1,0,0,0,40,0,0,0,0,0,0,0,0,114
17,8712,אשדוד,70,94,7,0,475,296,3,293,1,41,0,0,0,0,0,4,0,0,0,0,0,0,0,6,49,81,0,0,0,0,34,1,0,0,0,0,0,0,0,76
17,8717,אשדוד,70,99,51,0,595,354,2,352,7,4,0,0,0,0,0,3,0,0,0,0,0,0,1,7,65,94,3,0,0,0,55,0,3,0,0,0,0,0,0,110
17,8731,אשדוד,70,113,9,0,514,335,1,334,33,3,0,0,0,0,0,15,0,0,0,0,0,0,0,2,4,108,8,0,0,0,132,0,0,0,0,1,0,0,0,28
17,8751,אשדוד,70,133,29,0,569,374,3,371,8,6,1,0,0,0,0,13,0,0,0,0,0,0,0,3,134,109,3,0,0,0,65,0,0,0,0,0,0,0,2,27
17,8753,אשדוד,70,135,44,0,533,334,2,332,4,1,0,0,0,0,0,12,0,0,0,0,0,0,0,3,96,110,0,0,0,0,79,0,1,0,0,1,0,0,0,25
17,8755,אשדוד,70,137,23,0,533,350,1,349,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,176,77,1,0,0,0,74,0,1,0,0,0,0,0,0,11
17,8774,אשדוד,70,156,44,0,609,351,1,350,3,1,0,0,0,0,0,5,0,2,0,0,0,0,0,2,194,89,4,0,0,0,43,0,0,0,0,0,0,0,0,7
17,8785,אשדוד,70,167,59,0,698,466,2,464,5,2,0,0,0,0,1,8,0,0,0,0,0,0,0,9,120,159,1,0,0,0,98,0,0,0,0,0,0,0,0,61
17,8793,אשדוד,70,175,9,0,569,385,3,382,29,3,0,0,0,0,4,16,0,0,0,0,0,0,0,3,32,158,1,0,0,0,99,0,0,0,0,0,0,0,0,37
17,8828,אשדוד,70,212,8,0,525,444,0,444,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135
17,8863,אשדוד,70,248,6,0,376,154,3,151,7,6,0,2,1,0,0,0,0,0,0,0,0,0,0,3,27,47,0,0,0,0,23,0,0,0,0,0,0,0,0,35
17,8878,אשדוד,70,270,80,0,402,265,1,264,8,0,0,0,0,0,1,5,0,0,0,0,0,0,0,3,41,96,4,0,0,0,72,0,0,0,0,0,0,1,0,33
17,8436,אשקלון,7100,2,46,0,508,330,3,327,13,2,0,0,0,0,0,5,0,0,0,0,0,0,0,7,83,121,1,0,0,0,61,0,0,0,0,1,0,0,0,33
17,8438,אשקלון,7100,4,76,0,638,400,8,392,14,1,0,0,0,0,0,9,0,1,0,0,0,0,0,8,103,165,5,0,0,0,54,0,2,0,0,0,1,0,0,29
17,8440,אשקלון,7100,6,46,0,609,363,1,362,6,0,0,0,1,0,0,8,0,0,0,0,0,0,1,6,72,164,1,0,1,0,56,1,1,0,0,1,0,0,0,43
17,8441,אשקלון,7100,7,70,0,502,296,0,296,1,3,1,0,0,0,0,6,0,0,0,0,0,0,0,13,29,161,1,0,0,0,28,0,0,0,0,0,0,0,0,53
17,8448,אשקלון,7100,14,21,0,678,375,0,375,12,10,0,0,0,0,1,14,0,0,0,0,1,0,0,9,35,164,3,0,0,0,42,0,2,0,0,0,0,0,0,82
17,8457,אשקלון,7100,23,85,0,655,334,2,332,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,177,97,0,0,0,0,19,0,0,0,1,2,0,0,0,23
17,8462,אשקלון,7100,28,8,0,423,205,1,204,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,4,64,79,2,0,0,0,21,0,0,0,0,0,0,0,2,24
17,8464,אשקלון,7100,30,2,0,482,254,3,251,4,9,0,0,0,0,0,9,0,0,0,0,0,0,0,3,48,105,1,0,0,0,38,0,1,0,0,0,0,0,0,33
17,8467,אשקלון,7100,33,10,0,685,347,2,345,6,6,0,0,1,0,2,14,0,0,0,0,0,0,0,11,49,138,3,0,1,0,33,0,0,1,1,0,0,0,2,77
17,8472,אשקלון,7100,38,25,0,601,269,4,265,2,2,0,0,0,0,0,5,0,0,1,0,0,0,0,4,78,107,2,0,0,0,23,0,0,0,0,0,0,0,1,40
17,8481,אשקלון,7100,47,7,0,543,325,2,323,18,0,0,0,0,0,2,22,0,1,0,0,0,0,0,8,27,133,3,0,0,0,92,0,1,0,0,0,0,0,0,16
17,8493,אשקלון,7100,59,9,0,612,323,3,320,5,4,0,0,0,0,1,10,0,0,0,0,0,0,1,12,43,138,1,0,1,0,48,0,0,0,0,1,0,0,0,55
17,8494,אשקלון,7100,60,8,0,655,309,2,307,7,3,0,0,0,0,0,4,0,0,1,0,0,0,1,3,48,155,0,0,1,0,36,0,1,0,0,1,0,1,0,45
17,8516,אשקלון,7100,85,64,0,566,253,1,252,4,3,2,1,0,0,0,0,0,0,0,1,0,0,1,2,70,114,2,0,0,0,16,0,0,0,0,0,0,0,0,36
17,8523,אשקלון,7100,91,6,0,554,298,2,296,4,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1,171,62,1,1,0,0,41,1,0,0,0,0,0,0,0,4
17,8539,אשקלון,7100,107,22,0,571,350,4,346,5,6,0,0,0,0,0,13,0,0,0,0,0,0,0,2,128,138,3,0,0,0,29,0,0,0,1,0,0,0,2,19
17,8542,אשקלון,7100,110,4,0,455,275,1,274,9,2,0,0,0,0,0,5,0,0,0,0,0,0,0,4,129,82,3,0,0,0,26,0,1,0,0,0,0,0,0,13
17,8543,אשקלון,7100,111,4,0,619,353,6,347,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,188,71,1,0,0,0,61,0,1,0,0,0,0,0,0,13
17,8547,אשקלון,7100,115,13,0,623,423,1,422,27,5,1,1,0,0,1,34,0,0,0,0,0,0,0,5,23,189,1,0,0,0,106,0,0,0,0,1,0,0,0,28
17,8557,אשקלון,7100,126,14,0,558,362,5,357,10,6,0,0,0,0,1,9,0,0,0,0,0,0,0,6,57,182,0,0,0,0,42,0,1,0,0,0,0,0,0,43
17,8560,אשקלון,7100,129,29,0,672,486,0,486,19,8,0,0,0,0,1,54,0,0,0,0,0,0,0,11,23,222,3,1,0,0,92,0,0,0,0,0,0,0,0,52
17,8562,אשקלון,7100,131,43,0,733,427,2,425,17,10,1,0,0,0,1,22,0,0,0,0,0,0,0,10,69,197,1,0,0,0,64,0,0,0,0,0,0,0,1,32
17,8565,אשקלון,7100,134,35,0,538,395,1,394,14,5,0,0,0,0,1,28,1,0,0,0,0,0,0,9,19,197,2,0,0,0,96,0,0,0,0,0,0,1,0,21
17,8585,אשקלון,7100,156,30,0,576,391,3,388,14,5,0,0,0,0,1,22,0,0,0,0,0,0,0,11,55,178,4,0,0,0,69,0,2,0,0,0,0,0,0,27
17,8600,אשקלון,7100,167,32,0,774,247,0,247,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,58,98,2,0,0,0,55,0,0,0,0,1,0,0,0,13
18,9398,באר שבע,9000,4,15,0,539,240,2,238,10,8,1,0,0,0,0,9,0,0,0,0,0,0,0,11,18,108,5,0,0,0,36,0,0,0,0,0,0,0,0,32
18,9408,באר שבע,9000,28,34,0,451,212,3,209,7,9,0,0,0,0,0,3,0,0,0,0,0,0,0,4,32,114,0,0,0,0,23,0,0,0,0,0,0,0,0,17
18,9508,באר שבע,9000,47,28,0,419,194,4,190,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,59,67,1,0,0,0,30,0,0,0,0,0,0,0,0,19
18,9524,באר שבע,9000,96,26,0,457,239,0,239,5,6,1,2,0,0,1,17,0,0,0,0,0,0,0,8,27,92,3,0,0,0,36,0,0,0,0,0,0,0,0,41
18,9531,באר שבע,9000,106,3,0,651,357,2,355,21,25,1,1,0,0,2,16,0,0,0,0,0,0,0,14,19,144,2,0,0,0,59,1,0,1,1,0,0,0,0,48
18,9539,באר שבע,9000,117,45,0,411,165,0,165,11,2,2,0,0,0,0,6,0,0,0,0,0,0,0,8,38,58,5,0,0,0,25,0,0,0,0,0,0,0,0,10
18,9604,באר שבע,9000,132,58,0,535,286,8,278,3,0,4,0,0,0,0,6,0,1,0,0,1,0,0,6,77,135,2,0,0,0,37,0,1,0,0,0,0,0,1,4
18,9547,באר שבע,9000,144,28,0,385,166,4,162,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,50,71,0,0,0,0,26,0,0,0,1,0,0,0,0,5
18,9562,באר שבע,9000,172,70,0,469,278,0,278,12,2,0,0,0,0,0,10,0,0,0,0,0,0,0,5,47,86,19,0,0,0,63,1,2,0,0,0,0,0,1,30
18,9433,באר שבע,9000,210,32,0,438,272,1,271,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,56,121,2,0,0,0,36,0,1,0,0,0,1,0,0,31
18,9435,באר שבע,9000,212,31,0,620,368,7,361,15,6,0,1,0,0,0,9,1,1,0,0,0,0,0,9,80,122,5,2,0,0,64,0,1,0,0,2,0,0,0,43
9,3720,בית אורן,317,1,1,0,307,205,0,205,31,2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,4,20,36,0,0,0,106,1,0,0,0,0,0,0,0,0
10,4585,בית ינאי,200,1,1,0,303,193,0,193,16,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,5,12,31,0,0,0,120,0,0,0,0,0,0,0,0,0
10,4589,ביתן אהרן,252,1,3,0,193,75,0,75,5,2,0,0,0,0,5,4,0,0,0,0,0,0,0,2,5,6,6,0,0,0,39,0,0,0,0,0,0,0,0,1
15,7216,בני ברק,6100,6,2,0,575,447,1,446,1,207,0,0,0,0,0,6,0,0,0,0,0,0,0,3,1,36,0,0,0,0,15,0,0,0,0,0,0,0,0,177
15,7237,בני ברק,6100,36,23,0,629,497,3,494,0,313,0,0,0,0,0,3,0,0,0,0,0,0,0,8,1,13,1,0,0,0,3,0,0,0,0,0,0,0,0,152
17,9069,ברכיה,746,1,1,0,337,268,0,268,2,14,0,0,0,0,36,30,0,0,0,0,0,0,0,24,0,111,0,0,0,0,2,0,1,0,0,0,0,0,0,48
16,8200,בת ים,6200,105.3,22,0,632,326,3,323,16,2,2,0,0,0,0,12,0,1,0,0,0,0,0,5,61,114,6,0,0,0,85,0,0,0,0,0,0,0,0,19
10,4598,גבעת שפירא,1077,1,1,0,212,166,0,166,9,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,10,17,0,0,0,116,0,0,0,0,0,0,0,0,1
15,7439,גבעתיים,6300,84.2,9,0,234,181,1,180,32,1,2,0,0,0,0,4,0,0,0,0,0,0,0,1,7,22,27,0,0,0,81,0,0,0,0,0,0,2,0,1
6,2724,גיתה,1206,1,1,0,201,137,5,132,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,29,29,17,0,0,0,42,0,0,0,0,0,0,0,0,0
15,7454,גליל ים,346,1,1,0,348,264,2,262,65,0,3,0,0,0,2,4,0,1,0,0,0,0,0,0,4,11,27,0,0,0,136,0,1,0,0,0,0,0,1,7
9,3738,דור,738,1,1,0,276,225,2,223,13,1,0,0,0,0,13,4,0,0,0,0,0,0,0,0,10,46,9,0,0,0,126,0,0,0,0,0,0,0,0,1
18,9174,דימונה,2200,13,4,0,652,303,7,296,6,3,13,0,0,0,0,9,0,0,0,0,0,0,0,4,33,161,1,0,0,0,19,0,0,0,0,0,0,0,0,47
18,9175,דימונה,2200,14,4,0,446,226,1,225,13,3,0,0,0,0,0,9,0,0,0,0,0,0,0,5,8,110,4,0,0,0,29,0,0,0,0,0,0,0,0,44
18,9180,דימונה,2200,20,5,0,350,200,2,198,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2,13,103,2,0,0,0,28,0,0,0,1,0,0,0,0,36
18,9183,דימונה,2200,23,6,0,528,228,1,227,3,0,2,4,0,0,1,6,0,0,0,0,0,0,0,2,34,120,5,0,0,0,28,0,0,0,0,0,0,0,0,22
18,9207,דימונה,2200,90,18,0,177,81,5,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,48,0,0,0,0,17,0,0,0,0,0,0,0,0,7
18,9208,דימונה,2200,91,74,0,212,154,0,154,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,33,9,0,0,0,89,0,0,0,0,0,0,0,0,0
6,2561,דמיידה,1317,1,1,0,315,200,1,199,0,0,165,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,12,0,0,0,14,0,0,0,0,0,0,1,0,0
2,932,הראל,464,1,1,0,220,120,0,120,17,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,4,34,0,0,0,56,0,0,0,0,0,0,0,0,0
6,2562,הררית,1203,1,1,0,343,253,0,253,23,1,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,15,77,0,0,0,126,0,0,0,0,0,1,0,0,0
17,9083,זיקים,584,1,1,0,718,478,0,478,56,0,2,0,0,0,1,16,0,0,0,0,0,0,0,3,19,59,115,0,0,0,204,0,0,0,0,0,0,0,0,3
9,3926,חדרה,6500,29,21,0,621,361,3,358,5,9,0,0,0,0,0,13,0,1,0,1,0,0,0,8,21,189,3,0,0,0,58,0,1,0,0,0,0,0,0,49
9,3970,חדרה,6500,71,3,0,624,311,1,310,8,5,1,0,0,0,0,11,0,1,1,0,0,0,0,1,53,156,5,0,0,0,56,1,0,0,0,1,0,0,0,10
9,3993,חדרה,6500,99,6,0,572,361,3,358,15,9,3,0,0,0,0,27,0,0,0,0,0,0,0,7,36,121,17,1,1,0,111,0,0,0,0,0,0,0,0,10
16,8028,חולון,6600,32,35,0,402,262,0,262,36,1,1,0,0,0,0,9,0,0,1,0,0,0,0,2,22,72,3,0,2,0,102,0,0,0,0,0,0,0,0,11
16,7904,חולון,6600,95,1,0,662,306,1,305,14,7,2,0,0,0,0,17,0,1,0,0,0,0,1,5,58,106,2,1,0,0,63,2,0,0,0,0,0,0,0,26
16,7915,חולון,6600,110,30,0,581,384,0,384,17,4,0,0,0,0,0,14,0,1,0,0,0,0,0,7,29,162,4,0,0,0,123,0,1,0,0,0,0,0,0,22
16,8052,חולון,6600,143,8,0,638,327,3,324,12,9,0,0,0,0,0,5,0,0,1,0,0,0,0,6,53,112,4,0,0,0,73,0,0,0,0,0,0,0,0,49
16,7945,חולון,6600,155,38,0,692,474,1,473,36,5,1,0,0,0,0,16,0,0,1,0,0,0,0,11,25,177,8,0,0,0,156,0,0,0,1,1,0,0,0,35
16,7985,חולון,6600,233,82,0,580,311,2,309,16,5,0,1,0,0,0,7,1,0,0,0,0,0,0,9,26,131,1,0,1,0,42,0,0,0,0,0,0,1,0,68
7,3219,חיפה,4000,14,19,0,648,420,3,417,9,23,1,0,0,0,0,35,0,0,0,0,1,0,1,20,22,186,1,0,0,0,26,0,0,0,0,0,0,0,0,92
7,2973,חיפה,4000,135,86,0,493,229,2,227,6,2,8,1,1,0,0,2,1,0,0,0,0,0,1,0,69,82,3,0,0,0,41,0,1,0,0,0,0,0,0,9
7,3081,חיפה,4000,180,42,0,618,278,0,278,12,0,1,2,0,0,0,8,0,0,0,0,0,0,0,6,56,79,16,1,1,0,95,0,0,0,0,0,0,0,0,1
7,3014,חיפה,4000,261,48,0,557,303,3,300,17,2,1,0,0,0,0,11,0,0,0,0,1,0,0,1,68,109,10,1,0,0,66,1,0,0,1,0,0,0,1,10
7,2928,חיפה,4000,283.3,30,0,675,346,5,341,11,7,38,0,0,0,0,4,1,1,1,0,0,0,0,0,75,75,25,0,0,0,100,0,0,0,0,1,0,0,0,2
7,3079,חיפה,4000,302,102,0,457,279,0,279,25,1,5,0,0,0,0,4,0,1,0,0,0,0,0,1,11,31,36,0,0,0,163,0,0,0,0,0,0,0,1,0
7,2910,חיפה,4000,317,63,0,531,199,1,198,11,34,9,0,0,0,0,3,0,1,0,0,1,0,0,2,49,42,8,0,0,0,28,0,0,1,1,0,0,0,0,8
7,2893,חיפה,4000,382,195,0,637,233,1,232,5,1,17,1,0,0,0,3,0,0,0,0,0,0,0,3,65,68,3,0,1,0,58,0,1,0,0,0,1,0,0,5
7,3174,חיפה,4000,392,56,0,479,304,1,303,12,21,0,0,0,0,1,43,0,1,0,0,0,0,0,24,21,65,10,1,0,0,73,0,0,0,0,0,0,0,1,30
7,3210,חיפה,4000,418,57,0,631,360,1,359,23,14,1,0,0,0,0,49,0,0,0,0,0,0,0,10,52,105,8,0,0,0,85,0,0,0,0,0,0,0,0,12
7,3049,חיפה,4000,960,34,0,275,91,0,91,10,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,7,26,6,0,0,0,19,0,0,0,0,0,0,0,0,1
5,1646,חמדיה,343,1,1,0,300,220,0,220,51,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2,33,8,0,0,0,116,0,0,0,0,0,0,0,0,1
13,6404,חפץ חיים,363,1,1,0,335,284,0,284,3,6,0,0,0,0,0,183,0,0,0,0,0,0,0,22,3,60,0,0,0,0,6,0,0,0,0,0,0,0,0,1
4,1309,טבריה,6700,3,2,0,618,423,2,421,8,107,1,0,0,0,0,8,0,0,0,0,0,0,0,23,3,46,0,0,0,0,23,0,0,0,0,0,0,1,1,200
4,1310,טבריה,6700,4,2,0,719,465,3,462,13,35,0,0,0,0,0,18,0,0,0,0,0,0,0,12,24,139,2,0,0,0,75,0,0,0,0,0,0,0,14,130
4,1319,טבריה,6700,13,2,0,543,280,4,276,8,13,3,0,0,0,0,2,0,0,0,0,0,0,0,12,20,128,2,0,0,0,37,0,0,0,0,0,0,0,5,46
4,1325,טבריה,6700,16.4,4,0,535,251,8,243,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,9,74,86,1,0,0,0,23,0,0,0,0,0,0,0,10,24
4,1328,טבריה,6700,20,38,0,439,217,2,215,4,12,1,0,0,0,0,7,0,0,0,0,0,0,0,6,8,118,2,0,0,0,4,0,0,0,0,0,1,0,4,48
4,1340,טבריה,6700,34,8,0,548,335,0,335,7,6,0,0,0,0,0,5,1,0,0,0,0,0,0,19,6,191,1,0,0,0,11,0,0,0,0,0,0,0,9,79
4,1342,טבריה,6700,36,11,0,690,509,3,506,8,188,0,0,0,0,0,8,0,0,0,0,0,0,0,14,5,115,1,0,0,0,5,0,0,0,0,0,1,0,4,157
4,1351,טבריה,6700,42,42,0,515,314,2,312,7,29,0,0,0,0,0,1,0,0,0,0,0,0,0,5,22,153,1,0,0,0,9,0,0,0,0,0,0,1,7,77
4,1353,טבריה,6700,45,8,0,501,292,2,290,4,16,0,0,0,0,0,8,0,1,0,0,0,0,0,9,12,160,1,0,0,0,8,0,0,0,1,0,0,0,5,65
4,1354,טבריה,6700,46,42,0,641,396,4,392,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,206,2,0,0,0,20,0,0,0,0,0,0,0,6,96
4,1362,טבריה,6700,55,33,0,364,176,0,176,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,5,60,66,3,0,0,0,13,0,0,0,0,0,0,0,12,12
4,1364,טבריה,6700,57,45,0,123,113,0,113,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
13,6468,יבנה,2660,18,2,0,482,342,3,339,10,11,0,0,0,0,0,15,0,2,0,0,0,0,0,12,39,134,1,0,0,0,59,0,3,0,0,0,0,0,0,53
13,6472,יבנה,2660,22,2,0,702,506,6,500,13,13,0,0,0,0,0,34,0,0,0,0,0,0,0,20,30,190,2,0,0,0,108,1,7,0,0,0,0,0,0,82
13,6489,יבנה,2660,38,18,0,451,336,0,336,14,8,0,0,0,0,2,22,0,1,0,0,0,0,0,6,23,114,6,0,0,0,102,0,1,0,1,0,0,0,0,36
17,9090,יד נתן,775,1,1,0,420,322,0,322,31,1,0,1,0,0,13,8,0,1,0,0,0,0,0,1,15,50,8,0,0,0,188,0,0,0,0,0,0,0,0,5
